Price,Car Name,Region,Condition,Mileage
"₦ 20,700,000",Lexus ES 2013 Black,"Lagos State, Ikotun/Igando",Foreign Used,376381 km
"₦ 6,187,500",Hyundai Elantra 2014 Silver,"Lagos State, Ikeja",Local Used,137063 km
"₦ 70,875,000",Mercedes-Benz G-Class Base G 63 AMG AWD 2013 Black,"Lagos State, Lekki",Local Used,76940 km
"₦ 7,312,500",Toyota Corolla 2006 Silver,"Abuja (FCT), Wuse",Local Used,299999 km
"₦ 39,900,000",Lexus RX 350 2016 Black,"Lagos State, Amuwo-Odofin",Local Used,186332 km
"₦ 18,900,000",Mercedes-Benz M Class 2012 White,"Lagos State, Surulere",Local Used,272216 km
"₦ 14,625,000",Toyota Venza 2009 Green,"Lagos State, Amuwo-Odofin",Local Used,202644 km
"₦ 5,720,000",Lexus ES 2002 Blue,"Edo State, Benin City",Local Used,199183 km
"₦ 7,280,000",Toyota Camry 2007 Gray,"Lagos State, Isolo",Local Used,145452 km
"₦ 3,375,000",Mazda 6 2004 Red,"Abuja (FCT), Lugbe District",Local Used,330769 km
"₦ 6,048,000",Toyota Corolla 2008 Black,"Lagos State, Ojodu",Local Used,298197 km
"₦ 14,700,000",Lexus RX 350 2010 Gray,"Lagos State, Ajah",Local Used,257555 km
"₦ 8,437,500",Toyota HiAce 2013 White,"Lagos State, Ajah",Local Used,435913 km
"₦ 14,062,500",Toyota Sienna 2010 Black,"Lagos State, Lekki",Local Used,121648 km
"₦ 3,675,000",Kia Carens 2005 Red,"Lagos State, Surulere",Local Used,195618 km
"₦ 43,286,250",Lexus RX 350 2016 Gray,"Lagos State, Lekki",Foreign Used,56987 km
"₦ 29,250,000",Toyota Venza 2012 White,"Lagos State, Kosofe",Foreign Used,369127 km
"₦ 4,680,000",Toyota Camry 2003 Silver,"Rivers State, Port-Harcourt",Local Used,224727 km
"₦ 9,492,000",Honda Accord 2014 Silver,"Abuja (FCT), Garki 2",Local Used,183628 km
"₦ 13,520,000",Land Rover Range Rover Evoque Pure AWD 5-Door 2013 Black,"Lagos State, Lekki",Local Used,83001 km
"₦ 6,187,500",Toyota Camry 2007 Silver,"Ogun State, Abeokuta North",Local Used,300343 km
"₦ 23,625,000",Lexus RX 350 2011 Silver,"Oyo State, Ibadan",Foreign Used,89555 km
"₦ 18,720,000",Toyota Highlander 2013 Gray,"Lagos State, Isolo",Local Used,259047 km
"₦ 20,812,500",Toyota Tacoma 2010 Gray,"Oyo State, Ibadan",Foreign Used,165273 km
"₦ 6,720,000",Mercedes-Benz C300 2008 Gray,"Lagos State, Yaba",Local Used,230777 km
"₦ 8,320,000",Honda Crosstour 2010 Black,"Edo State, Benin City",Local Used,64599 km
"₦ 4,725,000",Mercedes-Benz C230 2007 Silver,"Ogun State, Abeokuta North",Local Used,504605 km
"₦ 18,900,000",Toyota Sienna 2015 Black,"Abuja (FCT), Karu",Local Used,163040 km
"₦ 3,600,000",Mercedes-Benz C280 2006 Silver,"Lagos State, Surulere",Local Used,244653 km
"₦ 3,045,000",Honda Pilot 2003 Blue,"Lagos State, Surulere",Local Used,296857 km
"₦ 9,450,000",Kia Sorento 2014 Black,"Lagos State, Surulere",Local Used,105154 km
"₦ 12,540,937",Toyota RAV4 2013 Gray,"Lagos State, Lekki",Local Used,163581 km
"₦ 11,602,500",Hyundai Sonata 2015 Red,"Oyo State, Ibadan",Local Used,119640 km
"₦ 39,375,000",Toyota Highlander 2014 Burgandy,"Lagos State, Lekki",Local Used,136488 km
"₦ 5,062,500",Toyota Corolla 2009 Black,"Abuja (FCT), Kubwa",Local Used,156354 km
"₦ 5,096,000",Toyota Camry 2006 Gray,"Abuja (FCT), Karu",Local Used,159858 km
"₦ 8,320,000",Toyota Sienna 2004 White,"Abuja (FCT), Karu",Local Used,192402 km
"₦ 6,300,000",Nissan Altima 2010 Silver,"Lagos State, Isolo",Local Used,149297 km
"₦ 3,528,000",Toyota Corolla 2003 Black,"Lagos State, Ikorodu",Local Used,235123 km
"₦ 26,250,000",Toyota Highlander 2017 Black,"Oyo State, Ibadan",Local Used,86477 km
"₦ 3,570,000",Toyota Corolla 2004 Green,"Ogun State, Abeokuta North",Local Used,482800 km
"₦ 2,625,000",Mercedes-Benz E350 2005 Black,"Enugu State, Enugu",Local Used,250000 km
"₦ 3,675,000",Nissan Quest 2002 Gray,"Oyo State, Ibadan",Local Used,164443 km
"₦ 5,720,000",Toyota Matrix 2006 Gray,"Abuja (FCT), Karu",Local Used,271085 km
"₦ 13,500,000",Mercedes-Benz E350 2012 Gray,"Abuja (FCT), Lugbe District",Local Used,205403 km
"₦ 18,720,000",Mercedes-Benz CLA-Class CLA 250 Sedan 2014 White,"Akwa Ibom State, Uyo",Local Used,229688 km
"₦ 34,320,000",Mercedes-Benz M Class 2015 Silver,"Abuja (FCT), Lugbe District",Foreign Used,219480 km
"₦ 4,200,000",Toyota Sienna 2004 Silver,"Rivers State, Port-Harcourt",Local Used,159174 km
"₦ 7,087,500",Toyota Camry 2010 Gray,"Imo State, Owerri",Local Used,309159 km
"₦ 8,320,000",Toyota Corolla 2009 Red,"Edo State, Benin City",Local Used,15258 km
"₦ 19,950,000",Toyota Sienna 2015 Black,"Oyo State, Ibadan",Foreign Used,81365 km
"₦ 5,250,000",Mercedes-Benz R-Class 2008 Gray,"Lagos State, Ikeja",Local Used,128890 km
"₦ 16,875,000",Toyota Tundra 2012 Silver,"Lagos State, Isolo",Local Used,234123 km
"₦ 18,200,000",Toyota Highlander 2008 Gold,"Edo State, Benin City",Foreign Used,404374 km
"₦ 4,387,500",Mercedes-Benz CLK 2001 Blue,"Lagos State, Lekki",Local Used,200537 km
"₦ 4,410,000",Toyota Sienna 2005 Gray,"Lagos State, Ojodu",Local Used,367848 km
"₦ 10,400,000",Honda Accord 2010 Black,"Lagos State, Lekki",Foreign Used,211795 km
"₦ 7,140,000",Mercedes-Benz M Class 2008 Blue,"Lagos State, Ikoyi",Local Used,88555 km
"₦ 11,025,000",Toyota Highlander 2009 Black,"Rivers State, Port-Harcourt",Local Used,109056 km
"₦ 52,500,000",Mercedes-Benz CLS 500 2012 Brown,"Lagos State, Lekki",Local Used,78809 km
"₦ 10,263,750",Toyota Camry 2010 Green,"Lagos State, Ajah",Foreign Used,313156 km
"₦ 18,720,000",Lexus RX 350 2010 Red,"Lagos State, Ajah",Local Used,153740 km
"₦ 19,950,000",Toyota Avalon 2013 Silver,"Lagos State, Lekki",Foreign Used,104513 km
"₦ 14,062,500",Toyota Camry 2014 Silver,"Abuja (FCT), Kubwa",Local Used,133064 km
"₦ 29,720,250",Mercedes-Benz GLC-Class 2017 Black,"Lagos State, Ikeja",Local Used,
"₦ 2,912,000",Honda Accord 2005 Black,"Lagos State, Ikeja",Local Used,282691 km
"₦ 4,830,000",Toyota Sienna 2004 Gray,"Abuja (FCT), Jabi",Local Used,147666 km
"₦ 4,200,000",Peugeot 406 2009 Blue,"Abuja (FCT), Lugbe District",Local Used,169339 km
"₦ 3,675,000",Toyota Matrix 2006 Red,"Abuja (FCT), Central Business District",Local Used,239964 km
"₦ 7,386,750",Lexus GX 470 2008 Black,"Lagos State, Lekki",Local Used,177283 km
"₦ 3,848,000",Honda Accord 2006 Black,"Abuja (FCT), Lugbe District",Local Used,226936 km
"₦ 4,032,000",Toyota Corolla 2003 Gray,"Abuja (FCT), Karu",Local Used,299999 km
"₦ 22,880,000",Mercedes-Benz C300 2016 Black,"Lagos State, Ajah",Local Used,252275 km
"₦ 6,825,000",Mazda CX-7 2007 Red,"Abuja (FCT), Wuse",Local Used,296919 km
"₦ 6,405,000",Toyota Camry 2.4 XLE 2008 Gray,"Lagos State, Ojodu",Local Used,244364 km
"₦ 12,600,000",Ford Ranger 2012 Black,"Rivers State, Port-Harcourt",Local Used,167028 km
"₦ 7,312,500",Toyota Sienna 2006 Brown,"Lagos State, Ikeja",Local Used,303812 km
"₦ 39,900,000",Mercedes-Benz S-Class 2016 Black,"Lagos State, Lekki",Local Used,55508 km
"₦ 5,287,500",Toyota Matrix 2008 Gray,"Lagos State, Magodo",Local Used,312237 km
"₦ 23,920,000",Mercedes-Benz M Class ML 350 4Matic 2013 Gray,"Lagos State, Lekki",Local Used,210020 km
"₦ 22,050,000",Toyota Venza 2015 Blue,"Lagos State, Ikoyi",Foreign Used,130106 km
"₦ 5,512,000",Pontiac Vibe 2005 Silver,"Abuja (FCT), Kubwa",Local Used,210620 km
"₦ 5,200,000",Toyota Corolla 2003 Gray,"Lagos State, Ikorodu",Local Used,117421 km
"₦ 17,850,000",Lexus RX 350 2012 Black,"Edo State, Benin City",Local Used,52406 km
"₦ 6,760,000",Toyota Sienna 2004 Blue,"Enugu State, Enugu",Local Used,144616 km
"₦ 10,500,000",Toyota Camry 2013 Black,"Abuja (FCT), Garki 2",Local Used,110143 km
"₦ 4,116,000",Toyota Corolla 2004 Gray,"Lagos State, Abule Egba",Local Used,142146 km
"₦ 17,160,000",Toyota Sienna 2011 Gray,"Abuja (FCT), Kubwa",Foreign Used,194617 km
"₦ 13,000,000",Lexus ES 2011 White,"Rivers State, Port-Harcourt",Local Used,156801 km
"₦ 5,962,500",Toyota Camry 2007 Silver,"Rivers State, Port-Harcourt",Local Used,264051 km
"₦ 44,720,000",Lexus GX 2017 Black,"Lagos State, Alimosho",Local Used,43652 km
"₦ 6,240,000",Toyota Corolla 2004 Red,"Lagos State, Surulere",Local Used,215904 km
"₦ 8,925,000",Lexus GX 2007 Red,"Lagos State, Surulere",Local Used,200766 km
"₦ 5,250,000",Honda Element 2004 Black,"Abuja (FCT), Lugbe District",Local Used,159250 km
"₦ 157,500,000",Mercedes-Benz GLE53 2021 White,"Lagos State, Lekki",Local Used,32610 km
"₦ 16,640,000",Toyota Highlander 2012 Burgandy,"Lagos State, Amuwo-Odofin",Local Used,225175 km
"₦ 14,726,250",Toyota Corolla 2016 Silver,"Lagos State, Alimosho",Foreign Used,120772 km
"₦ 3,465,000",Nissan Pathfinder 2003 Gray,"Lagos State, Amuwo-Odofin",Local Used,124862 km
"₦ 7,280,000",Lexus GS 2008 Blue,"Lagos State, Ogba",Local Used,413231 km
"₦ 4,620,000",Ford Edge 2007 Gold,"Lagos State, Yaba",Local Used,191625 km
"₦ 15,600,000",Honda Accord 2016 Blue,"Lagos State, Lekki",Local Used,98811 km
"₦ 16,275,000",Lexus RX 350 2011 Red,"Lagos State, Amuwo-Odofin",Local Used,171126 km
"₦ 8,320,000",Toyota Sienna 2005 Silver,"Rivers State, Port-Harcourt",Local Used,16644 km
"₦ 15,750,000",Ford Escape 2017 Black,"Ondo State, Akure",Local Used,91208 km
"₦ 4,368,000",Honda Accord 2004 Black,"Lagos State, Alimosho",Local Used,
"₦ 7,350,000",Toyota Avensis 2004 Silver,"Rivers State, Port-Harcourt",Foreign Used,256620 km
"₦ 2,625,000",Toyota Corolla 2008 Silver,"Lagos State, Yaba",Local Used,167491 km
"₦ 8,320,000",Toyota Camry 2010 Blue,"Abuja (FCT), Lugbe District",Local Used,462033 km
"₦ 4,160,000",Toyota Sienna 2002 Blue,"Delta State, Oshimili South",Local Used,204213 km
"₦ 8,528,000",Toyota Camry 2009 Red,"Lagos State, Alimosho",Local Used,519198 km
"₦ 6,300,000",Mercedes-Benz C280 2002 Gray,"Oyo State, Ibadan",Local Used,176720 km
"₦ 18,720,000",Mercedes-Benz GLK-Class 2013 Red,"Abuja (FCT), Gudu",Local Used,93538 km
"₦ 7,350,000",Toyota Corolla 2013 Black,"Lagos State, Surulere",Local Used,176790 km
"₦ 5,775,000",Lexus RX 2006 Gold,"Abuja (FCT), Kubwa",Local Used,
"₦ 7,875,000",Nissan Murano 2011 Black,"Oyo State, Ibadan",Local Used,86319 km
"₦ 13,000,000",Toyota Corolla 2015 Black,"Lagos State, Ilupeju",Local Used,101538 km
"₦ 12,480,000",Toyota RAV4 2010 White,"Rivers State, Port-Harcourt",Local Used,200685 km
"₦ 15,080,000",Hyundai Sonata 2015 Orange,"Enugu State, Enugu",Local Used,113216 km
"₦ 3,952,000",Acura MDX 2003 Blue,"Lagos State, Yaba",Local Used,247799 km
"₦ 3,885,000",Chevrolet Malibu 2006 Blue,"Lagos State, Ogba",Local Used,158879 km
"₦ 7,875,000",Toyota Camry 2010 Black,"Abuja (FCT), Wuse",Local Used,105260 km
"₦ 47,250,000",Land Rover Range Rover Sport 2019 White,"Lagos State, Lekki",Local Used,923922 km
"₦ 28,080,000",Toyota Highlander 2008 Silver,"Lagos State, Alimosho",Foreign Used,263980 km
"₦ 5,250,000",Toyota Highlander 2002 Blue,"Lagos State, Surulere",Local Used,289636 km
"₦ 7,300,000",Toyota Sienna 2009 White,"Lagos State, Amuwo-Odofin",Local Used,278845 km
"₦ 3,927,000",Honda CR-V 2006 Red,"Abuja (FCT), Garki 2",Local Used,109443 km
"₦ 13,125,009",Chevrolet Tahoe 2007 Black,"Lagos State, Ajah",Local Used,266868 km
"₦ 2,950,000",Hyundai Elantra 2010 Burgandy,"Lagos State, Ajah",Local Used,244073 km
"₦ 26,250,000",Mercedes-Benz M Class 2013 Black,"Lagos State, Ilupeju",Foreign Used,111645 km
"₦ 99,750,000",Mercedes-Benz GLE-Class GLE 350 2022 Black,"Lagos State, Lekki",Local Used,12023 km
"₦ 2,625,000",Volkswagen Bora 2001 Silver,"Oyo State, Ibadan",Local Used,296021 km
"₦ 15,600,000",Mercedes-Benz C300 2011 Black,"Lagos State, Isolo",Foreign Used,221262 km
"₦ 5,250,000",Acura TL 2010 White,"Lagos State, Lekki",Local Used,
"₦ 13,000,000",Hyundai Sonata 2015 Blue,"Oyo State, Ibadan",Local Used,264664 km
"₦ 4,200,000",Toyota Corolla 2009 Black,"Abuja (FCT), Asokoro",Local Used,216025 km
"₦ 6,069,000",Acura MDX 2008 Black,"Imo State, Owerri",Local Used,141179 km
"₦ 29,541,750",Lexus GX 2013 Black,"Lagos State, Lekki",Local Used,80400 km
"₦ 5,250,000",Toyota Avalon Limited 2007 Green,"Lagos State, Ojodu",Local Used,241692 km
"₦ 3,328,000",Toyota Sienna 1999 Green,"Lagos State, Abule Egba",Local Used,189639 km
"₦ 14,700,000",Hyundai Sonata 2016 Burgandy,"Lagos State, Ajah",Foreign Used,177447 km
"₦ 2,587,500",Toyota Corolla 2003 Silver,"Lagos State, Surulere",Local Used,266293 km
"₦ 4,620,000",Toyota Highlander 2004 Gray,"Abia State, Aba North",Local Used,400061 km
"₦ 6,300,000",Lexus IS 2008 Silver,"Lagos State, Ikorodu",Local Used,121709 km
"₦ 13,650,000",BMW X5 2007 Black,"Lagos State, Ikeja",Local Used,81935 km
"₦ 9,360,000",Lexus ES 350 2008 Silver,"Lagos State, Lekki",Local Used,203295 km
"₦ 11,960,000",Lexus RX 350 2009 Silver,"Abuja (FCT), Lugbe District",Local Used,318465 km
"₦ 31,500,000",BMW 6 Series 2014 Black,"Lagos State, Lekki",Foreign Used,36454 km
"₦ 32,550,000",Mercedes-Benz GLE-Class GLE 350 2016 Black,"Lagos State, Magodo",Local Used,215411 km
"₦ 10,500,000",Toyota Corolla 2014 Black,"Abuja (FCT), Central Business District",Local Used,196609 km
"₦ 7,488,000",Toyota Camry 2007 Gold,"Delta State, Oshimili South",Local Used,112684 km
"₦ 2,310,000",Nissan Maxima 2007 Silver,"Oyo State, Ibadan",Local Used,121483 km
"₦ 12,600,000",Toyota Hilux 2001 White,"Rivers State, Port-Harcourt",Local Used,25147 km
"₦ 9,975,000",Lexus RX 350 2008 Black,"Ondo State, Akure",Foreign Used,416876 km
"₦ 8,400,000",Lexus ES 350 2007 Burgandy,"Lagos State, Lekki",Local Used,339092 km
"₦ 15,080,000",Toyota Sienna 2011 Silver,"Abuja (FCT), Lugbe District",Local Used,386742 km
"₦ 3,391,500",Honda Pilot 2005 Gray,"Lagos State, Ikeja",Local Used,488037 km
"₦ 3,528,000",Toyota Camry 2003 Blue,"Lagos State, Alimosho",Local Used,529406 km
"₦ 1,785,000",Toyota Corolla 1999 Beige,"Lagos State, Ikoyi",Local Used,193066 km
"₦ 7,350,000",Ford Mustang 2005 Red,"Lagos State, Abule Egba",Local Used,180723 km
"₦ 20,800,000",Lexus RX 350 2008 Blue,"Ogun State, Abeokuta North",Local Used,328582 km
"₦ 3,990,000",Mercedes-Benz C240 2.6 RWD 2001 Black,"Akwa Ibom State, Uyo",Local Used,
"₦ 27,040,000",Toyota Highlander 2016 Black,"Abuja (FCT), Asokoro",Local Used,127168 km
"₦ 13,520,000",Mercedes-Benz C300 2010 Gray,"Rivers State, Port-Harcourt",Local Used,188555 km
"₦ 4,200,000",BMW 330i 2006 Black,"Ondo State, Akure",Local Used,298446 km
"₦ 6,090,000",Toyota Camry 2007 Silver,"Lagos State, Kosofe",Local Used,51019 km
"₦ 8,320,000",Toyota Camry 2004 Beige,"Oyo State, Ibadan",Local Used,247162 km
"₦ 16,800,000",Lexus RX 350 2010 Silver,"Ogun State, Abeokuta North",Local Used,79697 km
"₦ 4,200,000",Honda Accord Sedan SE 2011 Gray,"Lagos State, Ikorodu",Local Used,401715 km
"₦ 37,800,000",Lexus RX 350 2017 Black,"Lagos State, Ikorodu",Local Used,71256 km
"₦ 20,800,000",Mercedes-Benz C300 2015 Black,"Abuja (FCT), Wuse",Local Used,253318 km
"₦ 3,796,000",Nissan Almera 2005 Gray,"Lagos State, Ajah",Local Used,165525 km
"₦ 3,675,000",Toyota Corolla 2007 Black,"Abuja (FCT), Karu",Local Used,396468 km
"₦ 31,200,000",Toyota Highlander 2016 Red,"Abuja (FCT), Asokoro",Local Used,90576 km
"₦ 104,868,750",Land Rover Range Rover HSE SWB 2020 Silver,"Lagos State, Lekki",Foreign Used,94135 km
"₦ 5,145,000",Honda Accord 2011 Gray,"Abuja (FCT), Karu",Local Used,136481 km
"₦ 10,500,000",Toyota Camry 2012 Black,"Lagos State, Lekki",Local Used,160756 km
"₦ 4,725,000",Toyota Sienna 2007 Black,"Edo State, Benin City",Local Used,90889 km
"₦ 4,680,000",Honda Accord 2006 Gray,"Abuja (FCT), Lugbe District",Local Used,347842 km
"₦ 3,360,000",Mitsubishi Lancer 2009 Green,"Lagos State, Ojodu",Local Used,161032 km
"₦ 15,750,000",Ford Escape 2019 Silver,"Lagos State, Ikoyi",Local Used,64618 km
"₦ 52,000,000",Lexus LX 2012 White,"Abuja (FCT), Gudu",Local Used,186649 km
"₦ 5,062,500",Toyota Highlander 2007 Blue,"Abia State, Aba North",Local Used,245113 km
"₦ 2,940,000",BMW Z4 2004 White,"Oyo State, Ibadan",Local Used,
"₦ 10,400,000",Toyota 4-Runner 2005 Gold,"Lagos State, Lekki",Local Used,128104 km
"₦ 9,880,000",Toyota Corolla 2010 Gray,"Lagos State, Lekki",Local Used,139528 km
"₦ 9,048,000",Lexus ES 2008 Gray,"Lagos State, Ajah",Local Used,290440 km
"₦ 15,600,000",Toyota Camry 2012 Black,"Lagos State, Ajah",Foreign Used,137469 km
"₦ 31,500,000",Changan CS35 2024 Black,"Lagos State, Lekki",Local Used,289 km
"₦ 18,375,000",Lexus RX 350 2014 White,"Ogun State, Abeokuta North",Local Used,157359 km
"₦ 29,120,000",Honda Accord 2018 Blue,"Lagos State, Ikoyi",Foreign Used,103675 km
"₦ 6,300,000",Mercedes-Benz C300 2008 Gray,"Abuja (FCT), Gwarinpa",Local Used,437595 km
"₦ 30,160,000",Toyota Highlander 2014 White,"Lagos State, Ogudu",Local Used,104282 km
"₦ 14,012,250",Toyota Avalon 2013 Silver,"Lagos State, Isolo",Local Used,124081 km
"₦ 5,775,000",Toyota Camry 2010 Gray,"Rivers State, Port-Harcourt",Local Used,384060 km
"₦ 4,200,000",Nissan Versa 2015 Gray,"Abuja (FCT), Wuse",Local Used,191086 km
"₦ 11,130,000",Hyundai Elantra 2017 Silver,"Lagos State, Ajah",Local Used,51848 km
"₦ 5,794,950",Toyota Camry 2007 Black,"Lagos State, Ajah",Local Used,187056 km
"₦ 2,835,000",Honda Accord Automatic 2005 Gray,"Ondo State, Akure",Local Used,432067 km
"₦ 4,725,000",Pontiac Vibe 2004 Red,"Oyo State, Ibadan",Local Used,273545 km
"₦ 2,730,000",Honda Accord 2005 Black,"Abuja (FCT), Kubwa",Local Used,152664 km
"₦ 3,150,000",Hyundai Sonata 2009 Blue,"Lagos State, Yaba",Local Used,234934 km
"₦ 6,300,000",Hyundai Sonata 2011 Blue,"Abuja (FCT), Asokoro",Local Used,128300 km
"₦ 8,008,000",Toyota Camry 2010 Gray,"Lagos State, Amuwo-Odofin",Local Used,160898 km
"₦ 4,900,350",Honda Accord 2010 Black,"Lagos State, Ikoyi",Local Used,106777 km
"₦ 4,935,000",Toyota Sienna LE 2008 Gray,"Lagos State, Ikorodu",Local Used,225158 km
"₦ 4,200,000",Toyota Avalon 2008 Black,"Lagos State, Abule Egba",Local Used,205081 km
"₦ 5,512,000",Toyota RAV4 Automatic 2003 Gray,"Imo State, Owerri",Local Used,151179 km
"₦ 8,190,000",Toyota Camry 2011 Gray,"Rivers State, Port-Harcourt",Local Used,201267 km
"₦ 13,520,000",Mercedes-Benz GLK-Class 350 4MATIC 2011 Gray,"Imo State, Owerri",Local Used,223141 km
"₦ 8,320,000",Lexus GS 2007 Black,"Lagos State, Ogba",Local Used,198852 km
"₦ 9,750,562",Honda CR-V 2012 Black,"Lagos State, Alimosho",Local Used,78349 km
"₦ 10,657,500",Toyota Camry 2012 Black,"Lagos State, Lekki",Foreign Used,163510 km
"₦ 10,500,000",Kia Soul 4dr Wagon (1.6L 4cyl 6M) 2016 White,"Lagos State, Lekki",Local Used,76216 km
"₦ 63,000,000",Mitsubishi Pajero 2020 Gray,"Lagos State, Ikoyi",Local Used,62492 km
"₦ 9,256,000",Lexus RX 330 2006 Black,"Lagos State, Amuwo-Odofin",Local Used,171452 km
"₦ 3,990,000",Toyota Corolla 2008 Black,"Lagos State, Ogudu",Local Used,192639 km
"₦ 19,425,000",Nissan Qashqai 2015 Black,"Lagos State, Ikeja",Local Used,121725 km
"₦ 2,730,000",Nissan Altima 2012 Black,"Oyo State, Ibadan",Local Used,245617 km
"₦ 9,817,500",Toyota Corolla 2010 Silver,"Lagos State, Lekki",Foreign Used,275118 km
"₦ 6,300,000",Toyota Camry 2009 Black,"Lagos State, Ikorodu",Local Used,306912 km
"₦ 14,040,000",Toyota Camry 2014 Blue,"Abuja (FCT), Wuse",Local Used,93131 km
"₦ 10,500,000",Mercedes-Benz GL-Class 2011 Black,"Lagos State, Ogba",Local Used,138166 km
"₦ 29,120,000",Toyota Land Cruiser Prado 2010 Black,"Lagos State, Ikeja",Local Used,181484 km
"₦ 3,150,000",Mercedes-Benz M Class 2001 Blue,"Delta State, Oshimili South",Local Used,337423 km
"₦ 14,040,000",Hyundai Sonata 2016 Black,"Abuja (FCT), Karu",Local Used,58422 km
"₦ 7,140,000",Lexus IS 2008 Black,"Lagos State, Alimosho",Local Used,241140 km
"₦ 7,665,000",Lexus RX 330 2004 Blue,"Lagos State, Surulere",Local Used,207846 km
"₦ 6,760,000",Toyota Highlander 2003 Gold,"Enugu State, Enugu",Local Used,224265 km
"₦ 3,150,000",Toyota Avensis 2007 Blue,"Abuja (FCT), Jabi",Local Used,23999 km
"₦ 22,050,000",Toyota Sienna 2017 Black,"Lagos State, Ogudu",Foreign Used,19985 km
"₦ 7,350,000",Ford Explorer 2004 Blue,"Lagos State, Lekki",Local Used,
"₦ 11,550,000",Toyota Highlander 2010 Red,"Lagos State, Ojodu",Local Used,73150 km
"₦ 4,889,333",Toyota Corolla 2004 Gray,"Abuja (FCT), Kubwa",Local Used,110478 km
"₦ 15,600,000",Lexus GX 2004 Black,"Lagos State, Ikoyi",Local Used,107779 km
"₦ 37,800,000",Lexus RX 350 2016 Blue,"Lagos State, Lekki",Foreign Used,235491 km
"₦ 5,775,000",Lexus GS 2007 Black,"Abia State, Aba North",Local Used,316069 km
"₦ 4,815,000",Toyota Corolla 2006 Gray,"Lagos State, Lekki",Local Used,441984 km
"₦ 4,620,000",Kia Cerato 2009 Black,"Oyo State, Ibadan",Local Used,139227 km
"₦ 13,520,000",Lexus GX 2003 White,"Lagos State, Ilupeju",Local Used,133530 km
"₦ 13,104,000",Lexus ES 2012 Black,"Rivers State, Port-Harcourt",Local Used,78098 km
"₦ 5,565,000",Toyota Camry 2007 Silver,"Enugu State, Enugu",Local Used,93546 km
"₦ 8,829,600",Toyota Camry 2010 Silver,"Abuja (FCT), Kubwa",Local Used,106035 km
"₦ 36,645,000",Acura MDX 2019 Black,"Lagos State, Amuwo-Odofin",Foreign Used,90749 km
"₦ 4,200,000",Honda CR-V 2007 Gold,"Edo State, Benin City",Local Used,164346 km
"₦ 34,320,000",Mercedes-Benz C300 2015 Gray,"Abuja (FCT), Gudu",Foreign Used,105237 km
"₦ 28,350,000",Toyota Land Cruiser 4.0 V6 GX 2010 Black,"Lagos State, Lekki",Local Used,150868 km
"₦ 8,840,000",Lexus ES 2007 Gold,"Lagos State, Alimosho",Local Used,182203 km
"₦ 4,200,000",Mercedes-Benz E320 2004 Black,"Abuja (FCT), Jabi",Local Used,2500 km
